0	15
0	18
0	19
1	6
1	15
1	28
2	5
2	12
2	24
3	5
3	9
3	29
4	12
4	13
4	28
5	2
5	3
5	26
6	1
6	10
6	17
7	16
7	24
7	25
8	11
8	17
8	24
9	3
9	23
9	25
10	6
10	21
10	25
11	8
11	14
11	15
12	2
12	4
12	28
12	29
13	4
13	21
13	22
13	24
13	27
14	11
14	20
14	25
14	28
14	29
15	0
15	1
15	11
15	26
15	27
16	7
16	19
16	20
16	23
16	29
17	6
17	8
17	19
17	20
17	22
17	23
18	0
18	19
18	21
18	23
18	26
18	27
19	0
19	16
19	17
19	18
19	25
19	27
20	14
20	16
20	17
20	22
20	26
20	28
20	29
21	10
21	13
21	18
21	23
21	25
21	26
21	27
22	13
22	17
22	20
22	23
22	26
22	27
22	28
23	9
23	16
23	17
23	18
23	21
23	22
23	25
24	2
24	7
24	8
24	13
24	27
24	28
24	29
25	7
25	9
25	10
25	14
25	19
25	21
25	23
25	29
26	5
26	15
26	18
26	20
26	21
26	22
26	27
26	28
27	13
27	15
27	18
27	19
27	21
27	22
27	24
27	26
27	29
28	1
28	4
28	12
28	14
28	20
28	22
28	24
28	26
28	29
29	3
29	12
29	14
29	16
29	20
29	24
29	25
29	27
29	28
