0	20
0	27
0	34
0	39
0	40
0	47
1	5
1	9
1	16
1	23
1	38
1	40
2	21
2	25
2	29
2	30
2	34
2	41
3	13
3	16
3	19
3	32
3	41
3	42
4	10
4	15
4	31
4	36
4	38
4	49
5	1
5	11
5	12
5	17
5	40
5	45
6	22
6	25
6	34
6	42
6	46
6	47
7	10
7	14
7	18
7	29
7	41
7	44
8	21
8	24
8	30
8	39
8	40
8	48
9	1
9	21
9	23
9	36
9	45
9	49
10	4
10	7
10	17
10	36
10	42
10	45
11	5
11	22
11	42
11	43
11	44
11	48
12	5
12	16
12	17
12	36
12	43
12	45
12	46
13	3
13	25
13	26
13	36
13	37
13	40
13	47
14	7
14	15
14	21
14	35
14	37
14	42
14	48
15	4
15	14
15	18
15	19
15	31
15	43
15	46
16	1
16	3
16	12
16	21
16	23
16	45
16	47
17	5
17	10
17	12
17	32
17	36
17	44
17	45
18	7
18	15
18	20
18	24
18	38
18	43
18	49
19	3
19	15
19	22
19	27
19	30
19	33
19	39
19	48
20	0
20	18
20	29
20	31
20	33
20	38
20	43
20	48
21	2
21	8
21	9
21	14
21	16
21	33
21	41
21	44
22	6
22	11
22	19
22	26
22	39
22	42
22	46
22	48
23	1
23	9
23	16
23	25
23	36
23	44
23	45
23	48
24	8
24	18
24	28
24	38
24	39
24	45
24	46
24	47
25	2
25	6
25	13
25	23
25	26
25	34
25	42
25	46
25	47
26	13
26	22
26	25
26	28
26	35
26	39
26	41
26	47
26	49
27	0
27	19
27	28
27	35
27	37
27	38
27	39
27	43
27	49
28	24
28	26
28	27
28	34
28	36
28	38
28	39
28	46
28	48
29	2
29	7
29	20
29	35
29	37
29	38
29	43
29	46
29	49
30	2
30	8
30	19
30	33
30	38
30	41
30	44
30	45
30	47
31	4
31	15
31	20
31	34
31	37
31	41
31	44
31	48
31	49
32	3
32	17
32	33
32	42
32	44
32	45
32	47
32	48
32	49
33	19
33	20
33	21
33	30
33	32
33	39
33	40
33	42
33	48
33	49
34	0
34	2
34	6
34	25
34	28
34	31
34	35
34	40
34	44
34	46
35	14
35	26
35	27
35	29
35	34
35	37
35	38
35	40
35	43
35	49
36	4
36	9
36	10
36	12
36	13
36	17
36	23
36	28
36	45
36	49
37	13
37	14
37	27
37	29
37	31
37	35
37	40
37	41
37	43
37	46
37	49
38	1
38	4
38	18
38	20
38	24
38	27
38	28
38	29
38	30
38	35
38	46
38	49
39	0
39	8
39	19
39	22
39	24
39	26
39	27
39	28
39	33
39	40
39	46
39	49
40	0
40	1
40	5
40	8
40	13
40	33
40	34
40	35
40	37
40	39
40	46
40	47
41	2
41	3
41	7
41	21
41	26
41	30
41	31
41	37
41	42
41	43
41	45
41	48
42	3
42	6
42	10
42	11
42	14
42	22
42	25
42	32
42	33
42	41
42	44
42	47
43	11
43	12
43	15
43	18
43	20
43	27
43	29
43	35
43	37
43	41
43	44
43	48
43	49
44	7
44	11
44	17
44	21
44	23
44	30
44	31
44	32
44	34
44	42
44	43
44	47
44	48
45	5
45	9
45	10
45	12
45	16
45	17
45	23
45	24
45	30
45	32
45	36
45	41
45	47
46	6
46	12
46	15
46	22
46	24
46	25
46	28
46	29
46	34
46	37
46	38
46	39
46	40
46	47
47	0
47	6
47	13
47	16
47	24
47	25
47	26
47	30
47	32
47	40
47	42
47	44
47	45
47	46
48	8
48	11
48	14
48	19
48	20
48	22
48	23
48	28
48	31
48	32
48	33
48	41
48	43
48	44
49	4
49	9
49	18
49	26
49	27
49	29
49	31
49	32
49	33
49	35
49	36
49	37
49	38
49	39
49	43
