0	1
0	17
0	26
1	0
1	13
1	21
2	19
2	24
2	27
3	13
3	19
3	22
4	5
4	23
4	25
5	4
5	14
5	16
6	21
6	23
6	29
7	10
7	12
7	25
8	22
8	27
8	28
9	13
9	27
9	28
10	7
10	23
10	25
10	28
11	12
11	17
11	22
11	29
12	7
12	11
12	19
12	27
13	1
13	3
13	9
13	24
14	5
14	15
14	18
14	25
15	14
15	16
15	20
15	21
15	27
16	5
16	15
16	20
16	26
16	29
17	0
17	11
17	18
17	24
17	26
18	14
18	17
18	20
18	21
18	26
18	28
19	2
19	3
19	12
19	21
19	28
19	29
20	15
20	16
20	18
20	27
20	28
20	29
21	1
21	6
21	15
21	18
21	19
21	23
21	24
22	3
22	8
22	11
22	23
22	26
22	27
22	29
23	4
23	6
23	10
23	21
23	22
23	25
23	28
23	29
24	2
24	13
24	17
24	21
24	25
24	26
24	28
24	29
25	4
25	7
25	10
25	14
25	23
25	24
25	26
25	29
26	0
26	16
26	17
26	18
26	22
26	24
26	25
26	27
26	29
27	2
27	8
27	9
27	12
27	15
27	20
27	22
27	26
27	28
28	8
28	9
28	10
28	18
28	19
28	20
28	23
28	24
28	27
29	6
29	11
29	16
29	19
29	20
29	22
29	23
29	24
29	25
29	26
