0	6
0	16
0	23
0	24
1	3
1	16
1	28
1	29
2	15
2	17
2	21
2	26
3	1
3	26
3	27
3	29
4	7
4	19
4	25
4	29
5	11
5	26
5	28
5	29
6	0
6	26
6	28
6	29
7	4
7	8
7	19
7	20
8	7
8	20
8	25
8	27
9	10
9	14
9	22
9	23
10	9
10	23
10	25
10	27
11	5
11	13
11	26
11	29
12	18
12	19
12	22
12	27
13	11
13	20
13	28
13	29
14	9
14	15
14	17
14	21
15	2
15	14
15	17
15	21
15	24
16	0
16	1
16	18
16	24
16	27
17	2
17	14
17	15
17	21
17	29
18	12
18	16
18	24
18	26
18	27
19	4
19	7
19	12
19	20
19	25
20	7
20	8
20	13
20	19
20	25
21	2
21	14
21	15
21	17
21	23
22	9
22	12
22	23
22	25
22	27
23	0
23	9
23	10
23	21
23	22
23	24
24	0
24	15
24	16
24	18
24	23
24	28
25	4
25	8
25	10
25	19
25	20
25	22
26	2
26	3
26	5
26	6
26	11
26	18
26	28
26	29
27	3
27	8
27	10
27	12
27	16
27	18
27	22
27	28
28	1
28	5
28	6
28	13
28	24
28	26
28	27
28	29
29	1
29	3
29	4
29	5
29	6
29	11
29	13
29	17
29	26
29	28
