0	5
0	13
0	15
0	21
1	19
1	24
1	28
1	29
2	6
2	8
2	11
2	22
3	4
3	5
3	15
3	21
4	3
4	13
4	17
4	26
5	0
5	3
5	10
5	22
6	2
6	11
6	19
6	22
7	15
7	24
7	28
7	29
8	2
8	11
8	18
8	22
9	20
9	21
9	25
9	26
10	5
10	12
10	15
10	21
11	2
11	6
11	8
11	14
11	22
12	10
12	18
12	20
12	23
12	25
13	0
13	4
13	17
13	18
13	20
14	11
14	24
14	27
14	28
14	29
15	0
15	3
15	7
15	10
15	21
16	19
16	23
16	27
16	28
16	29
17	4
17	13
17	18
17	25
17	26
17	29
18	8
18	12
18	13
18	17
18	25
18	26
19	1
19	6
19	16
19	27
19	28
19	29
20	9
20	12
20	13
20	23
20	24
20	25
21	0
21	3
21	9
21	10
21	15
21	26
22	2
22	5
22	6
22	8
22	11
22	28
23	12
23	16
23	20
23	25
23	26
23	29
24	1
24	7
24	14
24	20
24	27
24	28
24	29
25	9
25	12
25	17
25	18
25	20
25	23
25	26
25	27
26	4
26	9
26	17
26	18
26	21
26	23
26	25
26	27
27	14
27	16
27	19
27	24
27	25
27	26
27	28
27	29
28	1
28	7
28	14
28	16
28	19
28	22
28	24
28	27
28	29
29	1
29	7
29	14
29	16
29	17
29	19
29	23
29	24
29	27
29	28
