0	13
0	31
0	33
0	37
0	49
1	18
1	31
1	36
1	39
1	44
2	3
2	34
2	37
2	41
2	45
3	2
3	11
3	14
3	31
3	49
4	19
4	34
4	36
4	41
4	46
5	15
5	17
5	29
5	35
5	48
6	16
6	25
6	39
6	47
6	48
7	20
7	34
7	35
7	37
7	40
8	9
8	18
8	19
8	23
8	26
8	42
9	8
9	19
9	28
9	30
9	46
9	49
10	16
10	21
10	28
10	33
10	48
10	49
11	3
11	23
11	31
11	34
11	46
11	49
12	21
12	22
12	26
12	35
12	41
12	48
13	0
13	21
13	28
13	43
13	45
13	48
14	3
14	20
14	31
14	43
14	44
14	49
15	5
15	22
15	27
15	34
15	42
15	48
16	6
16	10
16	17
16	26
16	32
16	37
16	45
17	5
17	16
17	32
17	37
17	41
17	42
17	49
18	1
18	8
18	29
18	37
18	39
18	44
18	47
19	4
19	8
19	9
19	22
19	32
19	43
19	45
20	7
20	14
20	21
20	27
20	40
20	44
20	46
21	10
21	12
21	13
21	20
21	24
21	29
21	35
22	12
22	15
22	19
22	24
22	33
22	44
22	47
23	8
23	11
23	24
23	32
23	37
23	44
23	48
24	21
24	22
24	23
24	30
24	33
24	43
24	47
24	48
25	6
25	27
25	28
25	38
25	39
25	40
25	42
25	47
26	8
26	12
26	16
26	30
26	31
26	35
26	43
26	46
27	15
27	20
27	25
27	30
27	39
27	40
27	42
27	45
28	9
28	10
28	13
28	25
28	33
28	39
28	43
28	47
29	5
29	18
29	21
29	33
29	38
29	41
29	44
29	47
30	9
30	24
30	26
30	27
30	35
30	41
30	45
30	48
31	0
31	1
31	3
31	11
31	14
31	26
31	36
31	38
31	39
32	16
32	17
32	19
32	23
32	37
32	40
32	42
32	44
32	47
33	0
33	10
33	22
33	24
33	28
33	29
33	34
33	41
33	44
34	2
34	4
34	7
34	11
34	15
34	33
34	36
34	40
34	45
35	5
35	7
35	12
35	21
35	26
35	30
35	46
35	47
35	49
36	1
36	4
36	31
36	34
36	38
36	42
36	44
36	47
36	48
37	0
37	2
37	7
37	16
37	17
37	18
37	23
37	32
37	41
37	49
38	25
38	29
38	31
38	36
38	40
38	42
38	43
38	46
38	47
38	49
39	1
39	6
39	18
39	25
39	27
39	28
39	31
39	41
39	42
39	45
39	47
40	7
40	20
40	25
40	27
40	32
40	34
40	38
40	41
40	43
40	46
40	48
41	2
41	4
41	12
41	17
41	29
41	30
41	33
41	37
41	39
41	40
41	49
42	8
42	15
42	17
42	25
42	27
42	32
42	36
42	38
42	39
42	46
42	47
43	13
43	14
43	19
43	24
43	26
43	28
43	38
43	40
43	46
43	48
43	49
44	1
44	14
44	18
44	20
44	22
44	23
44	29
44	32
44	33
44	36
44	49
45	2
45	13
45	16
45	19
45	27
45	30
45	34
45	39
45	46
45	47
45	48
45	49
46	4
46	9
46	11
46	20
46	26
46	35
46	38
46	40
46	42
46	43
46	45
46	47
46	48
47	6
47	18
47	22
47	24
47	25
47	28
47	29
47	32
47	35
47	36
47	38
47	39
47	42
47	45
47	46
48	5
48	6
48	10
48	12
48	13
48	15
48	23
48	24
48	30
48	36
48	40
48	43
48	45
48	46
48	49
49	0
49	3
49	9
49	10
49	11
49	14
49	17
49	35
49	37
49	38
49	41
49	43
49	44
49	45
49	48
