0	6
0	29
0	35
0	38
0	40
1	7
1	10
1	29
1	39
1	40
2	37
2	38
2	41
2	47
2	49
3	27
3	28
3	32
3	43
3	48
4	9
4	20
4	32
4	33
4	47
5	29
5	36
5	38
5	46
5	48
6	0
6	14
6	32
6	38
6	48
7	1
7	19
7	33
7	39
7	44
8	11
8	13
8	19
8	38
8	44
8	46
9	4
9	16
9	19
9	20
9	33
9	47
10	1
10	13
10	21
10	22
10	41
10	46
11	8
11	21
11	35
11	39
11	40
11	46
12	18
12	28
12	36
12	45
12	47
12	49
13	8
13	10
13	14
13	39
13	44
13	48
14	6
14	13
14	25
14	30
14	31
14	34
15	17
15	24
15	25
15	30
15	31
15	34
16	9
16	20
16	27
16	37
16	45
16	49
17	15
17	25
17	30
17	31
17	34
17	44
18	12
18	20
18	33
18	37
18	45
18	49
19	7
19	8
19	9
19	22
19	44
19	46
20	4
20	9
20	16
20	18
20	39
20	45
20	49
21	10
21	11
21	39
21	40
21	44
21	46
21	47
22	10
22	19
22	37
22	39
22	40
22	46
22	47
23	26
23	29
23	32
23	36
23	38
23	43
23	48
24	15
24	26
24	28
24	37
24	42
24	47
24	49
25	14
25	15
25	17
25	30
25	31
25	34
25	45
26	23
26	24
26	33
26	41
26	45
26	47
26	49
27	3
27	16
27	29
27	31
27	42
27	43
27	48
28	3
28	12
28	24
28	40
28	41
28	45
28	49
29	0
29	1
29	5
29	23
29	27
29	35
29	36
29	48
30	14
30	15
30	17
30	25
30	31
30	34
30	42
30	45
31	14
31	15
31	17
31	25
31	27
31	30
31	34
31	48
32	3
32	4
32	6
32	23
32	35
32	38
32	42
32	48
33	4
33	7
33	9
33	18
33	26
33	37
33	41
33	47
34	14
34	15
34	17
34	25
34	30
34	31
34	46
34	48
35	0
35	11
35	29
35	32
35	36
35	37
35	42
35	43
35	48
36	5
36	12
36	23
36	29
36	35
36	42
36	43
36	48
36	49
37	2
37	16
37	18
37	22
37	24
37	33
37	35
37	41
37	49
38	0
38	2
38	5
38	6
38	8
38	23
38	32
38	42
38	43
39	1
39	7
39	11
39	13
39	20
39	21
39	22
39	40
39	47
40	0
40	1
40	11
40	21
40	22
40	28
40	39
40	44
40	46
41	2
41	10
41	26
41	28
41	33
41	37
41	43
41	47
41	49
42	24
42	27
42	30
42	32
42	35
42	36
42	38
42	43
42	48
43	3
43	23
43	27
43	35
43	36
43	38
43	41
43	42
43	48
44	7
44	8
44	13
44	17
44	19
44	21
44	40
44	46
44	49
45	12
45	16
45	18
45	20
45	25
45	26
45	28
45	30
45	47
45	49
46	5
46	8
46	10
46	11
46	19
46	21
46	22
46	34
46	40
46	44
47	2
47	4
47	9
47	12
47	21
47	22
47	24
47	26
47	33
47	39
47	41
47	45
47	49
48	3
48	5
48	6
48	13
48	23
48	27
48	29
48	31
48	32
48	34
48	35
48	36
48	42
48	43
49	2
49	12
49	16
49	18
49	20
49	24
49	26
49	28
49	36
49	37
49	41
49	44
49	45
49	47
